ID,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max,ROSCOE-SA,ROSCOE-SS,ROSCOE-LI,ROSCOE-LC
10,0.8782934486865998,0.899688861767451,0.972986102104187,0.9378969535745424,0.0324658041908627,0.0444836020469665,0.9609667420387268,0.9830792438570874,0.8980408310890198,0.9874097736136668,0.8991277813911438,0.9864387651284536,0.9836061894893646,0.0036837458610534,0.0566731095314025,0.0005087101946205,0.0497197863118028,1.542994054771194e-05,0.9165600299835204,0.7254013419151306,0.8463408205337555,0.6670252978801727,0.030178427696227948,0.3384410596691244
11,0.7980364680290222,0.7969307412703832,0.966815710067749,0.9308299333430252,0.0297737961465661,0.072210356593132,0.977266240119934,0.9931291734210764,0.9664915204048156,0.9933679060311836,0.9664915204048156,0.981136792898178,0.9915962368249892,0.4677981734275818,0.0011571645736694,0.0020268247876361,0.0597105899775345,0.0001750247321925,0.955522882938385,0.9021186232566832,0.8433454092069,0.6768741011619568,0.23447766900062558,0.3839107891384863
12,0.8617556631565094,0.867932915687561,0.934402510523796,0.9475542186702812,0.0424761130259587,0.0614660531282424,0.9443031191825868,0.983343757203066,0.8747647702693939,0.9671648241041488,0.8284512758255005,0.9919407427310944,0.9652503579854964,0.0169068574905395,0.1462761163711547,0.0044931545622184,0.1022008906890832,9.227571848760984e-05,0.9130156993865968,0.7898659110069275,0.83096873998561,0.6537063072125116,0.0815914869308471,0.3619335862726627
13,0.8733509242534637,0.8804444203774134,0.9610082656145096,0.9426599971073516,0.0204090923070907,0.0618064105510711,0.910159194469452,0.9796842145176896,0.8839241564273834,0.9811596272890668,0.88521409034729,0.9788826569914818,0.9784755408763884,0.0027143955230712,0.001804769039154,0.0023160958188373,0.0746630321830364,8.412214570663247e-05,0.8908316850662231,0.606725811958313,0.8335888374087682,0.6670967390139898,0.0022595822811126,0.3149241494344233
14,0.8180519392093023,0.865424561003844,0.9487631171941756,0.939381489056652,0.0428859492142995,0.1129042357206344,0.8741044104099274,0.9532537925448552,0.8246071040630341,0.9261853907963948,0.7469931095838547,0.9970561439792316,0.9640942960977554,0.8511086702346802,0.9478168413043022,0.0013166617893202,0.024320702753134,8.38076908186427e-05,0.8877805272738138,0.818210780620575,0.7987943889861395,0.6752538830041885,0.8994627557694912,0.3463424960255323
15,0.8114616990089416,0.8174034665028254,0.9691010117530824,0.9354821717825488,0.0232919255892435,0.0653325170278549,0.883328503370285,0.9525075963349928,0.7734739184379578,0.9847532215246152,0.8911828696727753,0.9570604607462884,0.9843833148479462,0.8109828680753708,0.1937158703804016,0.0007251272026441,0.0787893472824857,1.8171639283545764e-05,0.8655434310436249,0.4963777363300323,0.8029945832970473,0.6729389478762945,0.5023493692278862,0.2882907626996141
16,0.8336206078529358,0.8389971293509007,0.9643069207668304,0.9317652710846492,0.0489576613903045,0.0998594760894775,0.9047247171401978,0.9688888445318772,0.8562791645526886,0.9809019981380313,0.8562791645526886,0.971683782339096,0.9785510003566742,0.0094767212867736,0.0135367512702941,0.0004023810838335,0.0138759799216915,3.08199554042158e-05,0.861415445804596,0.6393992900848389,0.819209834093337,0.680905799070994,0.011506736278533849,0.3030247833700728
17,0.7893188923597336,0.8266125783324242,0.9720513373613358,0.9335397345915674,0.0202356135403668,0.0575467497110366,0.9542579114437104,0.9664592473572924,0.9011392593383788,0.9790977956956796,0.9011392593383788,0.9752844959497452,0.988666132092476,0.1260737776756286,0.0028548836708068,0.006038558185289,0.1135504257796466,0.0005190410497082,0.9351651906967164,0.853892982006073,0.8247084787947279,0.6727547397216161,0.0644643306732177,0.38183323954348664
18,0.8641785979270935,0.8815116211771965,0.9628154337406158,0.9294846588438684,0.0296259533900481,0.0524531304836273,0.9855351448059082,0.9967598806751328,0.974627822637558,0.9966284179815644,0.974627822637558,0.9876942411065102,0.9891535937786102,0.2022894024848938,0.2863603830337524,0.002175892519528,0.0434666517650512,9.888256299359548e-05,0.9304842352867126,0.8581057190895081,0.8620674161182439,0.6681407193342844,0.2443248927593231,0.3668662762447587
19,0.8406043231487275,0.8767994085947672,0.9768135100603104,0.94210540079603,0.053000592192014,0.0699242502450943,0.911820352077484,0.949623726067994,0.8162751495838165,0.9813303177039918,0.8949150145053864,0.9955668091773988,0.9790764451026917,0.0820487737655639,0.0256877541542053,0.0028504364567817,0.0641085918635554,0.0001260052466602,0.935213851928711,0.9062036275863647,0.8262041093847611,0.6752714018026987,0.0538682639598846,0.3817005026164146
20,0.8808327168226242,0.8685927763581276,0.9638557136058808,0.9446757530545912,0.0174883283950664,0.0476232320070266,0.9208478977282842,0.9733209663838522,0.8276775777339935,0.9612277237270151,0.765189915895462,0.9754527181386948,0.9785165935754776,0.2363280653953552,0.1454851031303405,0.0041036390641619,0.1885282647766315,0.0001006995586947,0.8970856567223867,0.8598348498344421,0.8135306374237711,0.6633318463961283,0.19090658426284784,0.3899306219912634
21,0.8482677241166433,0.8694872098664443,0.979395866394043,0.9381016441620886,0.0505792402452037,0.0915864706039428,0.8908244371414185,0.9686087924899384,0.8172219395637512,0.903656030656097,0.6810247600078583,0.9359261989593506,0.9799218624830246,0.0376011729240417,0.2044927477836609,0.0013092056542055,0.0326339881841366,7.546286126921418e-05,0.8522011637687683,0.7545211911201477,0.7903697977208795,0.6836347331603368,0.12104696035385129,0.3281482023177055
22,0.9108161985874176,0.9092982813715936,0.9436597377061844,0.9395737222676138,0.0303546575208505,0.0338209122419357,0.9667488992214204,0.990084846094085,0.9209195375442504,0.9978855815158436,0.9564898610115052,0.9998398333787918,0.9845075607299804,0.0031248331069946,0.0150002837181091,0.0020271303476996,0.0848637354073293,9.888256299359548e-05,0.9228763580322266,0.8009594082832336,0.8622011418513372,0.6539960702260336,0.00906255841255185,0.3621651029266965
23,0.8396239131689072,0.8728386163711548,0.9803412556648254,0.9493746539721122,0.038689662516117,0.1055081337690353,0.9177336767315863,0.979793482350285,0.8149245381355286,0.981827525731326,0.92711541056633,0.978083794315656,0.9756738245487212,0.8957537934184074,0.0279790163040161,0.0018366060276506,0.0311925415591683,9.167933537883996e-05,0.940991222858429,0.9163334965705872,0.8300005273859004,0.6871744046608607,0.4618664048612118,0.37808910927024275
24,0.8423138484358788,0.8803162090480328,0.9447532892227172,0.9534574493363096,0.0292444397573885,0.0746254324913024,0.8741359412670135,0.9119075648772874,0.724028080701828,0.9802492079074678,0.8591060042381287,0.9950757622718812,0.9717205166816713,0.5056165754795074,0.0235649943351745,0.001836487539332,0.08491662094648,8.412198525652589e-05,0.8642489016056061,0.606723964214325,0.8049834507841217,0.663699746131897,0.26459078490734095,0.31156201925819993
25,0.8097860465447108,0.8290932551026344,0.912192240357399,0.9423620446004728,0.031649588242821,0.0769518017768859,0.9569474508364996,0.9771983198871091,0.8398721516132355,0.9693432350512484,0.8831489384174347,0.9941928386688232,0.9688063859939576,0.0032946467399597,0.0014062523841857,0.0031751559843855,0.0696454357676698,0.0001445372490485,0.93759951988856,0.9080570340156556,0.8233593868964988,0.6526501427094141,0.0023504495620727,0.38372433658106386
26,0.840366929769516,0.8453857563436031,0.9594545662403108,0.9401341883931308,0.0111891468365986,0.0514781475067138,0.8673926770687104,0.9673912840661316,0.8172959685325623,0.9747172959273912,0.8049190044403076,0.9844007988770804,0.978471040725708,0.6746482849121094,0.2761873006820678,0.0006909990867746,0.1337719103349476,1.814467676785652e-05,0.8788697242736816,0.4935557842254638,0.8053193050255032,0.6631345848242441,0.4754177927970886,0.3013813125195271
27,0.8928154706954956,0.9075287133455276,0.960394561290741,0.9515482824329936,0.0395991836275373,0.041647583246231,0.9735720679163932,0.9964410928712342,0.9494406580924988,0.9957161449266074,0.956218034029007,0.9763467013835908,0.9909099638462068,0.1924355030059814,0.1649916768074035,0.0022798070589208,0.0412262859203239,7.685596291446718e-05,0.8988909870386124,0.7130129337310791,0.8639226349320885,0.6643173694610596,0.17871358990669245,0.33109737394237015
28,0.8740053872267405,0.8819333550830681,0.9853628575801848,0.9387322211265564,0.0314005687832832,0.0809216052293777,0.9900223910808564,0.998558569558389,0.9839790463447572,0.9987846983028684,0.9839790463447572,0.9945504367351532,0.9974483102560044,0.0006306767463684,0.0017275810241699,0.0009323631499174,0.0189337176881986,7.576630683985357e-05,0.7875968416531881,0.4522299766540527,0.867594572058643,0.687910924355189,0.0011791288852691499,0.25195373309043934
29,0.8250306397676468,0.8603344187140465,0.9653067886829376,0.9377593673031096,0.0305528193712234,0.0391619652509689,0.8274562567472458,0.9123640793781111,0.6789086312055588,0.9866507010481912,0.8786921501159668,0.9511073902249336,0.9737567901611328,0.0246689319610595,0.0410312414169311,0.0005680718302834,0.0218070764544086,3.23681387500383e-05,0.9638028740882874,0.9388291239738464,0.7888856453876033,0.6594085146983465,0.0328500866889953,0.3850079028971152
30,0.8673671931028366,0.8936474248766899,0.975008100271225,0.939798752375699,0.052038852464069,0.0861225873231887,0.9720721915364264,0.9963556979199666,0.9280908405780792,0.9912339547094452,0.9280908405780792,0.9760926589369774,0.9757004231214524,0.002295434474945,0.0019254684448242,0.0009962685080868,0.046408288044587,3.102615237196478e-05,0.8973402380943298,0.6964021325111389,0.8544788407078269,0.6789437035719553,0.0021104514598846,0.3282355906621029
31,0.8738596811890602,0.8767339549958706,0.9651388674974442,0.9268771690770614,0.0358905649703481,0.0321473032236099,0.8799778558313847,0.9759246662337856,0.8179346919059753,0.9870090587866968,0.8766704797744751,0.9535989299416542,0.956931695342064,0.0022769570350646,0.0009094476699829,0.000537762881553,0.0455813192132239,5.876689244542248e-05,0.7940268404781818,0.3003164827823639,0.8204477052706313,0.6514059553543726,0.00159320235252375,0.22810423444955363
32,0.8613529801368713,0.8735751360654831,0.9647064059972764,0.946068145575062,0.0412117772632174,0.087480142712593,0.9308493733406068,0.9812065943548572,0.8806162476539612,0.98573511938055,0.8874045610427856,0.982656588157018,0.9731828570365906,0.004102349281311,0.0016664862632751,0.0009663581482089,0.0276951419926019,5.293852199274209e-05,0.8296167254447937,0.6765100955963135,0.8370676522970413,0.67512313524882,0.00288441777229305,0.30696825194078214
33,0.842649482190609,0.8471157116194565,0.9276384860277176,0.9172433053518272,0.0457042686400874,0.0228385776281356,0.9131660982966424,0.978503412335475,0.8887916803359985,0.977426042237374,0.8340339958667755,0.9837960015450206,0.9421121180057526,0.009235143661499,0.0240459442138671,0.0021051720104266,0.0859845601450739,5.64630425644249e-05,0.8905228525400162,0.5704163312911987,0.8228429998419265,0.6308630605538686,0.01664054393768305,0.30981707580585593
34,0.8543091118335724,0.8684472541014354,0.9738213121891022,0.9264315503338972,0.0289059191942214,0.0658842623233795,0.9540903568267822,0.9909039016861314,0.9308813810348512,0.9933241804552608,0.9018597900867462,0.9602044820785522,0.9733353406190872,0.0150928497314453,0.020339012145996,0.000975104586059,0.0245790258641227,8.412214570663247e-05,0.6668552358945211,0.560512125492096,0.8409357927631451,0.6710136383771896,0.01771593093872065,0.2506011227965011
35,0.8553185065587362,0.8626449281970661,0.9436014890670776,0.9341172802227514,0.0367170482873916,0.0961428135633468,0.9623454014460244,0.992208328087731,0.9428085088729858,0.989549135151087,0.9242404699325562,0.9883558650811514,0.9727470278739928,0.111344575881958,0.2585556507110595,0.00144669923567,0.0333738555865038,9.692673114239224e-05,0.9346224864323934,0.9306887984275818,0.8488305471837482,0.6708304435014725,0.18495011329650876,0.38004575328265827
36,0.8749638050794601,0.8988378072778385,0.973956361413002,0.9344404917590472,0.0578592419624328,0.0864560455083847,0.9405137300491332,0.975791128421144,0.8438077867031097,0.9894958138545658,0.912419855594635,0.9987256303429604,0.9903456270694732,0.3770856857299804,0.1235001683235168,0.001356975343274,0.0394973441966273,5.003512489819128e-05,0.8989846110343933,0.8446133732795715,0.8426855291044326,0.6835860113302866,0.2502929270267486,0.3569004677957529
37,0.846168788416045,0.8702290404055799,0.9406598955392838,0.9302824011375738,0.0297072157263755,0.0585182607173919,0.8996026686259678,0.961916392263253,0.8493986427783966,0.975544805504363,0.8730441927909851,0.9877937951258252,0.966985434293747,0.0173328518867492,0.0035444498062133,0.0015048616525244,0.0530157513665148,0.0001177747427978,0.9491694399288724,0.9242430925369264,0.8223687942774365,0.6553878635168076,0.01043865084648125,0.38561018404552716
38,0.8704685389995575,0.8796818427741527,0.961115539073944,0.9248225611562912,0.0419457592070102,0.0391662716865539,0.936760514974594,0.9808610818201338,0.9046992361545564,0.9779864170707464,0.8345067203044891,0.9900112430254618,0.9585448801517488,0.0144562721252441,0.0035080313682556,0.0023594635886862,0.0800980740539512,0.0001006995586947,0.8638497233390808,0.7661070823669434,0.8341743915486992,0.6529422303040823,0.00898215174674985,0.34250300858147126
39,0.8561683334410191,0.8949642945080996,0.9706907570362092,0.9297589348243164,0.014286424432482,0.0256424695253372,0.9239903502166272,0.9660261385797072,0.8677103817462921,0.9727933082902318,0.8642447888851166,0.9810360241681336,0.9830621778964996,0.4207444787025451,0.0075224041938781,0.0018589571791299,0.1622086618368695,3.333172309593379e-05,0.9095576927065848,0.7664936780929565,0.8270978979092025,0.659798468152682,0.21413344144821161,0.36803046430772735
40,0.8470151921113332,0.8670254995425543,0.962427943944931,0.9541664303165592,0.0196681510318409,0.0813205987215042,0.9287493328253428,0.9729104414378468,0.8355357646942139,0.9905556460272642,0.8452330231666565,0.9621962408224742,0.9849431365728378,0.0920764803886413,0.3546953797340393,0.0017937895211574,0.0446654893969155,9.167933537883996e-05,0.9397221008936564,0.9188296794891356,0.8223055721976085,0.6762305597464243,0.2233859300613403,0.38102054772724875
41,0.8557658568024635,0.8657595776021481,0.906367376446724,0.9667813593691046,0.0324566273978261,0.0194702893495559,0.8831405527889729,0.9260755969277774,0.6809040158987045,0.9792254627484028,0.848466157913208,0.9981995796163876,0.914209559559822,0.0089582800865173,0.0020954608917236,0.0011556557064732,0.0524544214207044,3.817231950774633e-05,0.896546259522438,0.6697347164154053,0.8036774787064995,0.6133490751187006,0.00552687048912045,0.32398584507690575
42,0.889518658320109,0.8846377109487851,0.9559656381607056,0.951280304525472,0.051063604298092,0.0917226076126098,0.989746868610382,0.9987445705416808,0.9809816777706146,0.998911703359954,0.9809816777706146,0.9965639710426332,0.9856977611780168,0.0740972161293029,0.1225113868713378,0.0014463859319041,0.0356859822244645,6.335645629179879e-05,0.7822490036487579,0.4276866018772125,0.8722430747188337,0.677795335650444,0.09830430150032035,0.24942626602772616
43,0.8333165347576141,0.8605576679110527,0.9594943821430206,0.9435416576655016,0.0591937378048896,0.0678808242082595,0.906870886683464,0.9710496760948644,0.8709132075309753,0.9774328322585876,0.863018125295639,0.957738709449768,0.9703744649887084,0.0173322558403015,0.0042724609375,0.0029009140688582,0.0404697777458025,0.0001750723098866,0.8930713534355164,0.706058144569397,0.8243633035452357,0.6659165571133295,0.01080235838890075,0.32853505242589215
44,0.8662080883979797,0.8933775037527084,0.9791160821914672,0.9495156320355692,0.0362077463004324,0.0345669984817504,0.9340968072414398,0.9667099925536728,0.8505346179008484,0.9844939837096094,0.8599540293216705,0.9637983202934264,0.985635831952095,0.0276343822479248,0.0242140889167785,0.0012469170244097,0.0820151026856785,2.5676096304565396e-05,0.9207579612731932,0.7188714742660522,0.8304896721507358,0.6664396375417708,0.02592423558235165,0.34458342626912764
45,0.8951423593929836,0.8973922763551985,0.9454957395792007,0.9438501723938518,0.0191643652708634,0.0334429740905761,0.9174387284687588,0.9831946643102842,0.8814398646354675,0.9878730556265278,0.8814398646354675,0.9865905422539938,0.967337131500244,0.0211830735206604,0.001638114452362,0.0014959814089347,0.1251161332457871,3.1775034877506136e-05,0.9397881286484856,0.8529320359230042,0.8393525893343398,0.6487586150566736,0.011410593986511201,0.3838728108522178
46,0.8743140771985054,0.888748078296582,0.9682817459106444,0.9564733276212656,0.0338293196577014,0.0561631321907043,0.9234172329306602,0.9856889906349906,0.8685056865215302,0.9818961882513112,0.8587543070316315,0.9866207882761956,0.9696421027183532,0.0085960626602172,0.0359460115432739,0.0007308188477935,0.0412384364935974,2.2418081829661704e-05,0.9060205668210984,0.7781926393508911,0.8358247996420374,0.6646956602732339,0.02227103710174555,0.345240975919042
47,0.852843388915062,0.8774071224033833,0.9509868323802948,0.9360099042003804,0.0432887005083488,0.0590385794639587,0.9097286611795424,0.9729526801010592,0.8834396600723267,0.9690412999350996,0.8130360543727875,0.9860396619353976,0.935023471713066,0.0078245997428894,0.0057086944580078,0.0011298841402672,0.051921275119901,4.7497793119040586e-05,0.948218509554863,0.8681083917617798,0.8243787133623387,0.6483496278524399,0.006766647100448601,0.37388511167398597
48,0.8230244219303131,0.8294975409905117,0.9495242536067964,0.9329653093739162,0.0488148823380469,0.0632300376892089,0.9195525497198104,0.9510221321619952,0.806175708770752,0.991582494050668,0.8709679841995239,0.9464781483014424,0.9817717522382736,0.797250896692276,0.0436834692955017,0.0013793398693677,0.0208268219717202,9.167933537883996e-05,0.6898965574800968,0.1112415343523025,0.8120081171836981,0.6648420145114263,0.42046718299388885,0.16468718660177323
49,0.8391681537032127,0.8538039289414883,0.9515413641929626,0.9399525733156636,0.0289791297912597,0.0755141079425811,0.9699412137269974,0.9862095916636928,0.9226927161216736,0.9895566286432604,0.9226927161216736,0.9944800212979316,0.9826122224330902,0.0070245265960693,0.1470922231674194,0.001749797982624,0.0501266514185946,7.720748360171649e-05,0.8565846383571625,0.655651867389679,0.8447476673326854,0.669889231522878,0.07705837488174436,0.31283803252633235
50,0.8572822958230972,0.8663611536224682,0.9603993147611618,0.9455379332447874,0.0329264967065108,0.0476256906986236,0.9059652090072632,0.973281219749234,0.8596144318580627,0.9436886448946992,0.7679530084133148,0.9569134339690208,0.977175772190094,0.0164966583251953,0.0074324607849121,0.0004625973167572,0.0391246786174464,1.3766419336711315e-05,0.8394492045044899,0.4931369125843048,0.810952382728846,0.6617335925499598,0.011964559555053699,0.27443743188846703
51,0.8448516875505447,0.8637660294771194,0.967372477054596,0.919492170214653,0.0450257013241449,0.0538040846586227,0.9224311957756678,0.9718001116324118,0.8417941331863403,0.9793644641936652,0.8801004886627197,0.9957962930202484,0.989447221159935,0.0025429129600524,0.0007327198982238,0.001743796490021,0.048997677034715,0.0001006994626602,0.8347114225228628,0.5250071287155151,0.8264422275037514,0.6702079276243845,0.0016378164291381,0.28211214484515484
52,0.8608265593647957,0.8636721819639206,0.9578102827072144,0.9316248595714568,0.0341577201317517,0.0374918133020401,0.9494354352355004,0.9820292111929544,0.8949703276157379,0.9790534546967152,0.8949703276157379,0.9977147579193116,0.9883799403905869,0.04744553565979,0.4434897303581238,0.0026944284047363,0.0722295638243757,8.037807550961006e-05,0.8704423308372498,0.70236736536026,0.8388454835307882,0.6612273454666138,0.24546763300895688,0.32956281330042625
53,0.8722610324621201,0.8807797238230706,0.963070660829544,0.947762240461037,0.0121096710364023,0.0244594663381576,0.8977204039692879,0.971070452816174,0.8311266601085663,0.9679245238367002,0.8601956367492676,0.9823808819055556,0.9574807435274124,0.0233061909675598,0.0636636018753051,0.0020151207059775,0.1152966016759639,7.014873608768552e-05,0.9560426399111748,0.8184464573860168,0.8223331227168181,0.6483369568983713,0.043484896421432453,0.37837419368304415
54,0.8514837324619293,0.8595608870188396,0.9616729170084,0.9327352437618616,0.0390439257025718,0.0485314577817916,0.979844443500042,0.9946654338102068,0.9566693007946014,0.994217310218758,0.9566693007946014,0.9970296025276184,0.976457491517067,0.3665006756782532,0.3210523128509521,0.0010727050592583,0.0260666939785332,7.014873608768552e-05,0.9364304542541504,0.8184469938278198,0.856191918059103,0.6622206221024195,0.34377649426460266,0.3564173991711699
55,0.8434275090694427,0.8614016957581043,0.9768303334712982,0.9319783559311992,0.0450255501837957,0.1022876948118209,0.9412333071231842,0.9646111583927136,0.8243882656097412,0.9883072313902588,0.8649338483810425,0.9614858130613962,0.9932399094104768,0.0074794292449951,0.0105113387107849,0.0007766194897604,0.0096946659462401,7.546300520333672e-05,0.8681619763374329,0.7545192241668701,0.8226792734900877,0.6907859792311987,0.00899538397789,0.32664558978910135
56,0.8639593869447708,0.872388206422329,0.963970959186554,0.9315899207041812,0.0267375045352511,0.0585013329982757,0.9286806881427764,0.985846342409177,0.8950320184230804,0.9920650120247192,0.8950320184230804,0.9716250250736872,0.970516249537468,0.5864123404026031,0.180502712726593,0.0011789226417689,0.0280121517246466,0.0001130749636341,0.9531268179416656,0.9457309246063232,0.8362956123103051,0.6643295139074326,0.3834575265645981,0.3856323783756077
57,0.8200519755482674,0.8598966300487518,0.7940600477159023,0.9411003418352412,0.0418480131132849,0.0785678774118423,0.8659099340438843,0.861594007969197,0.631779283285141,0.9937462770456832,0.91026970744133,0.9349916453162828,0.8168289512395859,0.953366745263338,0.8663580417633057,0.0007900294645009,0.030066806311261,3.1607900202194536e-05,0.9409593492746352,0.8846540451049805,0.7861187815647064,0.5631522921224436,0.9098623935133219,0.37130036761111596
58,0.840818464756012,0.8383634120225907,0.96804478764534,0.94911995898817,0.0321526657789945,0.0746206045150756,0.915275864303112,0.9781944518976716,0.858043909072876,0.986241943749647,0.858043909072876,0.9661300629377364,0.984836757183075,0.0113807916641235,0.0023678541183471,0.0011088619727336,0.0538701596148512,3.8174722244769685e-05,0.9017731100320816,0.7791236639022827,0.8222384642579685,0.6758340497811636,0.0068743228912353,0.3471827940488388
59,0.8333978950977325,0.8480892777442932,0.9526224285364152,0.9341581737408872,0.0316748332518798,0.1046215146780014,0.9920023381710052,0.9969453962333628,0.9811773896217346,0.9967258273695824,0.9811773896217346,0.9931329786777496,0.9939158856868744,0.8957139104604721,0.1386997699737548,0.0003398161923647,0.0179489336727898,1.8624223651242776e-05,0.8621906240781149,0.7212322950363159,0.8588481499529962,0.6837199429670969,0.5172068402171135,0.32034605864064736
60,0.886895164847374,0.9064846709370612,0.9467721730470656,0.9300479236486796,0.0353530080694901,0.0505618453025817,0.960403323173523,0.9887861481198216,0.9091010391712188,0.9927238992455284,0.9091010391712188,0.9885809421539308,0.9659650474786758,0.0235391855239868,0.0636895895004272,0.0013076276976176,0.0392267297567776,7.49764991409621e-05,0.891508474946022,0.723631739616394,0.8507477158537847,0.6544330219427744,0.043614387512207003,0.33114990970319047
61,0.8599814474582672,0.859503660351038,0.9645052850246428,0.9292268912459528,0.0470756698738444,0.0615324527025222,0.9611288160085678,0.987697523441545,0.9114851355552672,0.9848129715731772,0.9114851355552672,0.984340451657772,0.9745296388864516,0.4962250590324402,0.0040912628173828,0.0021160776350758,0.0314896979678792,0.0001891360759786,0.8947831839323044,0.715764582157135,0.8436737702720698,0.6668557922045388,0.2501581609249115,0.32886853555367457
